window_size,stride_value,stride_type,eval_type,combined_mean_iou,binary_f1,multiclass_f1,binary_accuracy,binary_precision,binary_recall,multiclass_accuracy,iou_by_class,individual_mean_iou,total_gt_words,path,window_dir,stride_dir
2.0,60.0,percentage,eval_percent,7.41,0.38,0.38,0.3846,0.31,0.082,,"{'เย็ด': 4.64, 'กู': 7.71, 'มึง': 6.7, 'เหี้ย': 10.6}",14.67,378,frame_level_evaluation_results\eval_percent\window_2.0s\stride_60.0%,window_2.0s,stride_60.0%
2.0,70.0,percentage,eval_percent,6.3100000000000005,0.39,0.38,0.3876,0.3043,0.0741,,"{'เย็ด': 0.0, 'กู': 9.65, 'มึง': 5.19, 'เหี้ย': 10.42}",13.420000000000002,378,frame_level_evaluation_results\eval_percent\window_2.0s\stride_70.0%,window_2.0s,stride_70.0%
2.0,80.0,percentage,eval_percent,7.48,0.39,0.39,0.3905,0.2703,0.0529,,"{'เย็ด': 0.0, 'กู': 11.53, 'มึง': 7.380000000000001, 'เหี้ย': 10.99}",13.69,378,frame_level_evaluation_results\eval_percent\window_2.0s\stride_80.0%,window_2.0s,stride_80.0%
2.0,90.0,percentage,eval_percent,6.77,0.39,0.38,0.3891,0.2785,0.0582,,"{'เย็ด': 0.0, 'กู': 9.41, 'มึง': 6.7, 'เหี้ย': 10.979999999999999}",13.020000000000001,378,frame_level_evaluation_results\eval_percent\window_2.0s\stride_90.0%,window_2.0s,stride_90.0%
0.3,0.125,absolute,eval_by_0,27.62,0.38,0.36,0.3757,0.416,0.2884,,"{'เย็ด': 23.31, 'กู': 18.27, 'มึง': 29.189999999999998, 'เหี้ย': 39.69}",25.88,378,frame_level_evaluation_results\eval_by_0.05\window_0.3s\stride_0.125s,window_0.3s,stride_0.125s
0.3,0.15,absolute,eval_by_0,27.33,0.38,0.35,0.3772,0.4163,0.2831,,"{'เย็ด': 17.79, 'กู': 17.09, 'มึง': 32.43, 'เหี้ย': 42.01}",25.96,378,frame_level_evaluation_results\eval_by_0.05\window_0.3s\stride_0.15s,window_0.3s,stride_0.15s
0.3,0.25,absolute,eval_by_0,27.83,0.36,0.33,0.358,0.3871,0.254,,"{'เย็ด': 20.74, 'กู': 20.51, 'มึง': 28.29, 'เหี้ย': 41.760000000000005}",23.86,378,frame_level_evaluation_results\eval_by_0.05\window_0.3s\stride_0.25s,window_0.3s,stride_0.25s
0.3,0.2,absolute,eval_by_0,28.87,0.37,0.35,0.3654,0.3976,0.2619,,"{'เย็ด': 24.05, 'กู': 18.59, 'มึง': 31.78, 'เหี้ย': 41.04}",25.290000000000003,378,frame_level_evaluation_results\eval_by_0.05\window_0.3s\stride_0.2s,window_0.3s,stride_0.2s
0.3,0.3,absolute,eval_by_0,26.290000000000003,0.36,0.33,0.3639,0.3908,0.246,,"{'เย็ด': 23.169999999999998, 'กู': 19.27, 'มึง': 28.27, 'เหี้ย': 34.46}",22.470000000000002,378,frame_level_evaluation_results\eval_by_0.05\window_0.3s\stride_0.3s,window_0.3s,stride_0.3s
0.4,0.25,absolute,eval_by_0,22.25,0.37,0.35,0.3683,0.3975,0.2513,,"{'เย็ด': 15.86, 'กู': 18.02, 'มึง': 25.15, 'เหี้ย': 29.959999999999997}",22.41,378,frame_level_evaluation_results\eval_by_0.05\window_0.4s\stride_0.25s,window_0.4s,stride_0.25s
0.4,0.2,absolute,eval_by_0,22.1,0.37,0.36,0.3743,0.4074,0.2619,,"{'เย็ด': 15.83, 'กู': 14.099999999999998, 'มึง': 29.439999999999998, 'เหี้ย': 29.049999999999997}",22.74,378,frame_level_evaluation_results\eval_by_0.05\window_0.4s\stride_0.2s,window_0.4s,stride_0.2s
0.4,0.35,absolute,eval_by_0,22.03,0.36,0.35,0.3624,0.3812,0.2249,,"{'เย็ด': 16.98, 'กู': 18.21, 'มึง': 17.25, 'เหี้ย': 35.67}",22.02,378,frame_level_evaluation_results\eval_by_0.05\window_0.4s\stride_0.35s,window_0.4s,stride_0.35s
0.4,0.3,absolute,eval_by_0,25.840000000000003,0.35,0.34,0.3506,0.3691,0.2275,,"{'เย็ด': 20.36, 'กู': 16.25, 'มึง': 34.77, 'เหี้ย': 31.990000000000002}",22.27,378,frame_level_evaluation_results\eval_by_0.05\window_0.4s\stride_0.3s,window_0.4s,stride_0.3s
0.4,0.4,absolute,eval_by_0,27.750000000000004,0.36,0.35,0.358,0.3727,0.2169,,"{'เย็ด': 21.27, 'กู': 18.17, 'มึง': 33.56, 'เหี้ย': 38.0}",20.46,378,frame_level_evaluation_results\eval_by_0.05\window_0.4s\stride_0.4s,window_0.4s,stride_0.4s
0.5,0.25,absolute,eval_by_0,18.490000000000002,0.36,0.34,0.358,0.3761,0.2249,,"{'เย็ด': 14.610000000000001, 'กู': 14.42, 'มึง': 20.849999999999998, 'เหี้ย': 24.09}",21.32,378,frame_level_evaluation_results\eval_by_0.05\window_0.5s\stride_0.25s,window_0.5s,stride_0.25s
0.5,0.35,absolute,eval_by_0,20.580000000000002,0.36,0.34,0.3595,0.3756,0.2196,,"{'เย็ด': 14.96, 'กู': 15.690000000000001, 'มึง': 24.29, 'เหี้ย': 27.38}",19.97,378,frame_level_evaluation_results\eval_by_0.05\window_0.5s\stride_0.35s,window_0.5s,stride_0.35s
0.5,0.3,absolute,eval_by_0,18.09,0.36,0.34,0.3609,0.3816,0.2302,,"{'เย็ด': 15.85, 'กู': 15.079999999999998, 'มึง': 13.719999999999999, 'เหี้ย': 27.71}",20.150000000000002,378,frame_level_evaluation_results\eval_by_0.05\window_0.5s\stride_0.3s,window_0.5s,stride_0.3s
0.5,0.45,absolute,eval_by_0,23.799999999999997,0.35,0.33,0.3462,0.3476,0.1931,,"{'เย็ด': 14.180000000000001, 'กู': 18.279999999999998, 'มึง': 27.450000000000003, 'เหี้ย': 35.28}",19.86,378,frame_level_evaluation_results\eval_by_0.05\window_0.5s\stride_0.45s,window_0.5s,stride_0.45s
0.5,0.4,absolute,eval_by_0,21.32,0.36,0.34,0.3595,0.3756,0.2196,,"{'เย็ด': 18.029999999999998, 'กู': 15.28, 'มึง': 21.07, 'เหี้ย': 30.880000000000003}",19.35,378,frame_level_evaluation_results\eval_by_0.05\window_0.5s\stride_0.4s,window_0.5s,stride_0.4s
0.5,0.5,absolute,eval_by_0,23.61,0.35,0.34,0.3476,0.3401,0.1772,,"{'เย็ด': 18.47, 'กู': 15.98, 'มึง': 27.860000000000003, 'เหี้ย': 32.129999999999995}",19.580000000000002,378,frame_level_evaluation_results\eval_by_0.05\window_0.5s\stride_0.5s,window_0.5s,stride_0.5s
0.6,0.35,absolute,eval_by_0,16.29,0.35,0.33,0.3506,0.3568,0.2011,,"{'เย็ด': 12.67, 'กู': 14.879999999999999, 'มึง': 15.53, 'เหี้ย': 22.08}",19.220000000000002,378,frame_level_evaluation_results\eval_by_0.05\window_0.6s\stride_0.35s,window_0.6s,stride_0.35s
0.6,0.3,absolute,eval_by_0,16.54,0.36,0.34,0.3565,0.3674,0.209,,"{'เย็ด': 13.780000000000001, 'กู': 14.7, 'มึง': 15.870000000000001, 'เหี้ย': 21.82}",18.62,378,frame_level_evaluation_results\eval_by_0.05\window_0.6s\stride_0.3s,window_0.6s,stride_0.3s
0.6,0.45,absolute,eval_by_0,20.349999999999998,0.36,0.35,0.3565,0.3568,0.1878,,"{'เย็ด': 14.610000000000001, 'กู': 15.28, 'มึง': 19.6, 'เหี้ย': 31.91}",19.139999999999997,378,frame_level_evaluation_results\eval_by_0.05\window_0.6s\stride_0.45s,window_0.6s,stride_0.45s
0.6,0.4,absolute,eval_by_0,19.73,0.35,0.34,0.3521,0.3571,0.1984,,"{'เย็ด': 12.920000000000002, 'กู': 15.58, 'มึง': 25.619999999999997, 'เหี้ย': 24.79}",20.169999999999998,378,frame_level_evaluation_results\eval_by_0.05\window_0.6s\stride_0.4s,window_0.6s,stride_0.4s
0.6,0.55,absolute,eval_by_0,21.64,0.34,0.33,0.3432,0.3207,0.1561,,"{'เย็ด': 17.9, 'กู': 15.55, 'มึง': 20.11, 'เหี้ย': 32.98}",19.220000000000002,378,frame_level_evaluation_results\eval_by_0.05\window_0.6s\stride_0.55s,window_0.6s,stride_0.55s
0.6,0.5,absolute,eval_by_0,20.04,0.35,0.34,0.3506,0.3483,0.1852,,"{'เย็ด': 13.83, 'กู': 15.55, 'มึง': 24.759999999999998, 'เหี้ย': 26.040000000000003}",18.45,378,frame_level_evaluation_results\eval_by_0.05\window_0.6s\stride_0.5s,window_0.6s,stride_0.5s
0.6,0.6,absolute,eval_by_0,20.599999999999998,0.34,0.34,0.3417,0.3086,0.1429,,"{'เย็ด': 15.709999999999999, 'กู': 14.399999999999999, 'มึง': 22.759999999999998, 'เหี้ย': 29.549999999999997}",18.16,378,frame_level_evaluation_results\eval_by_0.05\window_0.6s\stride_0.6s,window_0.6s,stride_0.6s
0.7,0.35,absolute,eval_by_0,15.110000000000001,0.35,0.34,0.3521,0.3454,0.1772,,"{'เย็ด': 13.450000000000001, 'กู': 14.510000000000002, 'มึง': 11.379999999999999, 'เหี้ย': 21.099999999999998}",18.87,378,frame_level_evaluation_results\eval_by_0.05\window_0.7s\stride_0.35s,window_0.7s,stride_0.35s
0.7,0.45,absolute,eval_by_0,16.950000000000003,0.35,0.34,0.3506,0.3403,0.172,,"{'เย็ด': 13.139999999999999, 'กู': 13.100000000000001, 'มึง': 16.23, 'เหี้ย': 25.34}",19.259999999999998,378,frame_level_evaluation_results\eval_by_0.05\window_0.7s\stride_0.45s,window_0.7s,stride_0.45s
0.7,0.4,absolute,eval_by_0,15.709999999999999,0.36,0.34,0.355,0.3606,0.1984,,"{'เย็ด': 11.459999999999999, 'กู': 13.389999999999999, 'มึง': 14.57, 'เหี้ย': 23.419999999999998}",19.68,378,frame_level_evaluation_results\eval_by_0.05\window_0.7s\stride_0.4s,window_0.7s,stride_0.4s
0.7,0.55,absolute,eval_by_0,17.57,0.35,0.34,0.3506,0.3403,0.172,,"{'เย็ด': 11.75, 'กู': 13.0, 'มึง': 20.05, 'เหี้ย': 25.47}",17.91,378,frame_level_evaluation_results\eval_by_0.05\window_0.7s\stride_0.55s,window_0.7s,stride_0.55s
0.7,0.5,absolute,eval_by_0,15.14,0.35,0.34,0.3536,0.3472,0.1772,,"{'เย็ด': 11.24, 'กู': 13.52, 'มึง': 15.329999999999998, 'เหี้ย': 20.46}",17.380000000000003,378,frame_level_evaluation_results\eval_by_0.05\window_0.7s\stride_0.5s,window_0.7s,stride_0.5s
0.7,0.65,absolute,eval_by_0,17.7,0.35,0.34,0.3536,0.3405,0.1667,,"{'เย็ด': 13.43, 'กู': 15.64, 'มึง': 15.950000000000001, 'เหี้ย': 25.77}",17.119999999999997,378,frame_level_evaluation_results\eval_by_0.05\window_0.7s\stride_0.65s,window_0.7s,stride_0.65s
0.7,0.6,absolute,eval_by_0,20.599999999999998,0.35,0.34,0.3462,0.314,0.1429,,"{'เย็ด': 16.5, 'กู': 15.120000000000001, 'มึง': 22.689999999999998, 'เหี้ย': 28.08}",19.55,378,frame_level_evaluation_results\eval_by_0.05\window_0.7s\stride_0.6s,window_0.7s,stride_0.6s
0.7,0.7,absolute,eval_by_0,17.61,0.35,0.34,0.3491,0.3086,0.1323,,"{'เย็ด': 14.299999999999999, 'กู': 15.68, 'มึง': 10.67, 'เหี้ย': 29.78}",18.26,378,frame_level_evaluation_results\eval_by_0.05\window_0.7s\stride_0.7s,window_0.7s,stride_0.7s
0.8,0.45,absolute,eval_by_0,15.06,0.36,0.35,0.358,0.3462,0.1667,,"{'เย็ด': 15.76, 'กู': 12.72, 'มึง': 11.81, 'เหี้ย': 19.939999999999998}",17.549999999999997,378,frame_level_evaluation_results\eval_by_0.05\window_0.8s\stride_0.45s,window_0.8s,stride_0.45s
0.8,0.4,absolute,eval_by_0,13.73,0.36,0.34,0.3595,0.3645,0.1958,,"{'เย็ด': 11.44, 'กู': 12.04, 'มึง': 13.700000000000001, 'เหี้ย': 17.740000000000002}",18.42,378,frame_level_evaluation_results\eval_by_0.05\window_0.8s\stride_0.4s,window_0.8s,stride_0.4s
0.8,0.55,absolute,eval_by_0,14.84,0.34,0.34,0.3432,0.3167,0.1508,,"{'เย็ด': 8.58, 'กู': 14.05, 'มึง': 16.49, 'เหี้ย': 20.23}",17.93,378,frame_level_evaluation_results\eval_by_0.05\window_0.8s\stride_0.55s,window_0.8s,stride_0.55s
0.8,0.5,absolute,eval_by_0,14.02,0.35,0.34,0.3521,0.3438,0.1746,,"{'เย็ด': 10.63, 'กู': 12.33, 'มึง': 14.95, 'เหี้ย': 18.19}",16.98,378,frame_level_evaluation_results\eval_by_0.05\window_0.8s\stride_0.5s,window_0.8s,stride_0.5s
0.8,0.65,absolute,eval_by_0,17.02,0.36,0.35,0.355,0.3407,0.164,,"{'เย็ด': 13.0, 'กู': 14.05, 'มึง': 18.19, 'เหี้ย': 22.85}",16.97,378,frame_level_evaluation_results\eval_by_0.05\window_0.8s\stride_0.65s,window_0.8s,stride_0.65s
0.8,0.6,absolute,eval_by_0,17.32,0.34,0.34,0.3447,0.3224,0.1561,,"{'เย็ด': 13.059999999999999, 'กู': 14.23, 'มึง': 19.54, 'เหี้ย': 22.45}",18.099999999999998,378,frame_level_evaluation_results\eval_by_0.05\window_0.8s\stride_0.6s,window_0.8s,stride_0.6s
0.8,0.75,absolute,eval_by_0,19.08,0.35,0.34,0.3462,0.3095,0.1376,,"{'เย็ด': 18.17, 'กู': 14.760000000000002, 'มึง': 17.91, 'เหี้ย': 25.47}",18.23,378,frame_level_evaluation_results\eval_by_0.05\window_0.8s\stride_0.75s,window_0.8s,stride_0.75s
0.8,0.7,absolute,eval_by_0,16.650000000000002,0.35,0.34,0.3536,0.3314,0.1534,,"{'เย็ด': 11.16, 'กู': 14.69, 'มึง': 14.580000000000002, 'เหี้ย': 26.150000000000002}",18.65,378,frame_level_evaluation_results\eval_by_0.05\window_0.8s\stride_0.7s,window_0.8s,stride_0.7s
0.8,0.8,absolute,eval_by_0,16.37,0.35,0.34,0.3521,0.3193,0.1402,,"{'เย็ด': 12.879999999999999, 'กู': 14.540000000000001, 'มึง': 15.67, 'เหี้ย': 22.39}",17.01,378,frame_level_evaluation_results\eval_by_0.05\window_0.8s\stride_0.8s,window_0.8s,stride_0.8s
0.9,0.45,absolute,eval_by_0,13.8,0.35,0.34,0.3536,0.3405,0.1667,,"{'เย็ด': 11.73, 'กู': 12.7, 'มึง': 12.08, 'เหี้ย': 18.69}",17.630000000000003,378,frame_level_evaluation_results\eval_by_0.05\window_0.9s\stride_0.45s,window_0.9s,stride_0.45s
0.9,0.55,absolute,eval_by_0,12.629999999999999,0.36,0.35,0.355,0.321,0.1376,,"{'เย็ด': 9.629999999999999, 'กู': 12.91, 'มึง': 10.5, 'เหี้ย': 17.45}",17.27,378,frame_level_evaluation_results\eval_by_0.05\window_0.9s\stride_0.55s,window_0.9s,stride_0.55s
0.9,0.5,absolute,eval_by_0,13.13,0.35,0.34,0.3506,0.3351,0.164,,"{'เย็ด': 10.13, 'กู': 12.139999999999999, 'มึง': 12.11, 'เหี้ย': 18.14}",16.72,378,frame_level_evaluation_results\eval_by_0.05\window_0.9s\stride_0.5s,window_0.9s,stride_0.5s
0.9,0.65,absolute,eval_by_0,14.67,0.35,0.34,0.3536,0.3295,0.1508,,"{'เย็ด': 11.540000000000001, 'กู': 17.04, 'มึง': 11.379999999999999, 'เหี้ย': 18.72}",16.939999999999998,378,frame_level_evaluation_results\eval_by_0.05\window_0.9s\stride_0.65s,window_0.9s,stride_0.65s
0.9,0.6,absolute,eval_by_0,14.46,0.36,0.35,0.3565,0.339,0.1587,,"{'เย็ด': 10.18, 'กู': 12.31, 'มึง': 15.690000000000001, 'เหี้ย': 19.66}",15.97,378,frame_level_evaluation_results\eval_by_0.05\window_0.9s\stride_0.6s,window_0.9s,stride_0.6s
0.9,0.75,absolute,eval_by_0,16.36,0.35,0.35,0.3536,0.3145,0.1323,,"{'เย็ด': 14.510000000000002, 'กู': 14.06, 'มึง': 14.19, 'เหี้ย': 22.689999999999998}",17.47,378,frame_level_evaluation_results\eval_by_0.05\window_0.9s\stride_0.75s,window_0.9s,stride_0.75s
0.9,0.7,absolute,eval_by_0,15.4,0.35,0.34,0.3462,0.3161,0.1455,,"{'เย็ด': 11.09, 'กู': 13.020000000000001, 'มึง': 14.540000000000001, 'เหี้ย': 22.93}",18.41,378,frame_level_evaluation_results\eval_by_0.05\window_0.9s\stride_0.7s,window_0.9s,stride_0.7s
0.9,0.85,absolute,eval_by_0,14.87,0.35,0.34,0.3506,0.298,0.119,,"{'เย็ด': 7.960000000000001, 'กู': 12.2, 'มึง': 15.310000000000002, 'เหี้ย': 24.01}",17.02,378,frame_level_evaluation_results\eval_by_0.05\window_0.9s\stride_0.85s,window_0.9s,stride_0.85s
0.9,0.8,absolute,eval_by_0,16.14,0.35,0.35,0.3521,0.3101,0.1296,,"{'เย็ด': 11.32, 'กู': 12.620000000000001, 'มึง': 17.62, 'เหี้ย': 23.0}",16.82,378,frame_level_evaluation_results\eval_by_0.05\window_0.9s\stride_0.8s,window_0.9s,stride_0.8s
0.9,0.9,absolute,eval_by_0,16.32,0.35,0.34,0.3491,0.2877,0.1111,,"{'เย็ด': 12.8, 'กู': 13.07, 'มึง': 17.560000000000002, 'เหี้ย': 21.87}",16.18,378,frame_level_evaluation_results\eval_by_0.05\window_0.9s\stride_0.9s,window_0.9s,stride_0.9s
1.0,0.55,absolute,eval_by_0,12.85,0.35,0.35,0.3536,0.3275,0.1481,,"{'เย็ด': 12.78, 'กู': 12.61, 'มึง': 9.53, 'เหี้ย': 16.5}",17.150000000000002,378,frame_level_evaluation_results\eval_by_0.05\window_1.0s\stride_0.55s,window_1.0s,stride_0.55s
1.0,0.5,absolute,eval_by_0,12.049999999999999,0.35,0.34,0.3521,0.3315,0.1561,,"{'เย็ด': 7.95, 'กู': 12.620000000000001, 'มึง': 11.19, 'เหี้ย': 16.43}",16.900000000000002,378,frame_level_evaluation_results\eval_by_0.05\window_1.0s\stride_0.5s,window_1.0s,stride_0.5s
1.0,0.65,absolute,eval_by_0,13.22,0.36,0.35,0.3565,0.323,0.1376,,"{'เย็ด': 11.91, 'กู': 12.4, 'มึง': 11.65, 'เหี้ย': 16.900000000000002}",17.0,378,frame_level_evaluation_results\eval_by_0.05\window_1.0s\stride_0.65s,window_1.0s,stride_0.65s
1.0,0.6,absolute,eval_by_0,12.23,0.36,0.35,0.3639,0.3452,0.1534,,"{'เย็ด': 13.48, 'กู': 11.48, 'มึง': 8.91, 'เหี้ย': 15.06}",16.49,378,frame_level_evaluation_results\eval_by_0.05\window_1.0s\stride_0.6s,window_1.0s,stride_0.6s
1.0,0.75,absolute,eval_by_0,14.249999999999998,0.36,0.35,0.355,0.3165,0.1323,,"{'เย็ด': 11.03, 'กู': 13.36, 'มึง': 12.280000000000001, 'เหี้ย': 20.32}",17.51,378,frame_level_evaluation_results\eval_by_0.05\window_1.0s\stride_0.75s,window_1.0s,stride_0.75s
1.0,0.7,absolute,eval_by_0,13.63,0.35,0.34,0.3536,0.3295,0.1508,,"{'เย็ด': 8.649999999999999, 'กู': 13.08, 'มึง': 13.700000000000001, 'เหี้ย': 19.09}",17.28,378,frame_level_evaluation_results\eval_by_0.05\window_1.0s\stride_0.7s,window_1.0s,stride_0.7s
1.0,0.85,absolute,eval_by_0,13.700000000000001,0.35,0.34,0.3491,0.3013,0.1243,,"{'เย็ด': 5.220000000000001, 'กู': 11.25, 'มึง': 15.409999999999998, 'เหี้ย': 22.91}",17.27,378,frame_level_evaluation_results\eval_by_0.05\window_1.0s\stride_0.85s,window_1.0s,stride_0.85s
1.0,0.8,absolute,eval_by_0,13.91,0.36,0.35,0.3565,0.3185,0.1323,,"{'เย็ด': 11.76, 'กู': 11.74, 'มึง': 13.639999999999999, 'เหี้ย': 18.509999999999998}",17.03,378,frame_level_evaluation_results\eval_by_0.05\window_1.0s\stride_0.8s,window_1.0s,stride_0.8s
1.0,0.95,absolute,eval_by_0,12.8,0.37,0.36,0.3669,0.3214,0.119,,"{'เย็ด': 5.84, 'กู': 13.170000000000002, 'มึง': 11.34, 'เหี้ย': 20.849999999999998}",16.76,378,frame_level_evaluation_results\eval_by_0.05\window_1.0s\stride_0.95s,window_1.0s,stride_0.95s
1.0,0.9,absolute,eval_by_0,14.12,0.34,0.34,0.3417,0.269,0.1032,,"{'เย็ด': 10.45, 'กู': 14.17, 'มึง': 13.04, 'เหี้ย': 18.83}",15.809999999999999,378,frame_level_evaluation_results\eval_by_0.05\window_1.0s\stride_0.9s,window_1.0s,stride_0.9s
1.0,1.0,absolute,eval_by_0,14.829999999999998,0.36,0.35,0.3565,0.2857,0.1005,,"{'เย็ด': 6.72, 'กู': 14.64, 'มึง': 15.65, 'เหี้ย': 22.31}",15.909999999999998,378,frame_level_evaluation_results\eval_by_0.05\window_1.0s\stride_1.0s,window_1.0s,stride_1.0s
1.1,0.55,absolute,eval_by_0,12.33,0.35,0.34,0.3491,0.3086,0.1323,,"{'เย็ด': 14.82, 'กู': 12.26, 'มึง': 7.48, 'เหี้ย': 14.77}",16.17,378,frame_level_evaluation_results\eval_by_0.05\window_1.1s\stride_0.55s,window_1.1s,stride_0.55s
1.1,0.65,absolute,eval_by_0,11.78,0.36,0.35,0.358,0.3108,0.1217,,"{'เย็ด': 8.43, 'กู': 14.95, 'มึง': 9.44, 'เหี้ย': 14.299999999999999}",16.25,378,frame_level_evaluation_results\eval_by_0.05\window_1.1s\stride_0.65s,window_1.1s,stride_0.65s
1.1,0.6,absolute,eval_by_0,11.68,0.36,0.35,0.358,0.325,0.1376,,"{'เย็ด': 11.62, 'กู': 10.8, 'มึง': 9.180000000000001, 'เหี้ย': 15.129999999999999}",17.119999999999997,378,frame_level_evaluation_results\eval_by_0.05\window_1.1s\stride_0.6s,window_1.1s,stride_0.6s
1.1,0.75,absolute,eval_by_0,13.489999999999998,0.36,0.36,0.3624,0.3268,0.1323,,"{'เย็ด': 10.02, 'กู': 13.420000000000002, 'มึง': 12.07, 'เหี้ย': 18.44}",16.96,378,frame_level_evaluation_results\eval_by_0.05\window_1.1s\stride_0.75s,window_1.1s,stride_0.75s
1.1,0.7,absolute,eval_by_0,12.36,0.36,0.35,0.3609,0.3247,0.1323,,"{'เย็ด': 10.03, 'กู': 13.309999999999999, 'มึง': 9.42, 'เหี้ย': 16.669999999999998}",16.39,378,frame_level_evaluation_results\eval_by_0.05\window_1.1s\stride_0.7s,window_1.1s,stride_0.7s
1.1,0.85,absolute,eval_by_0,13.76,0.36,0.35,0.355,0.2986,0.1138,,"{'เย็ด': 8.43, 'กู': 10.61, 'มึง': 17.01, 'เหี้ย': 18.98}",16.99,378,frame_level_evaluation_results\eval_by_0.05\window_1.1s\stride_0.85s,window_1.1s,stride_0.85s
1.1,0.8,absolute,eval_by_0,12.72,0.37,0.36,0.3654,0.3217,0.1217,,"{'เย็ด': 10.18, 'กู': 11.799999999999999, 'มึง': 11.379999999999999, 'เหี้ย': 17.51}",16.68,378,frame_level_evaluation_results\eval_by_0.05\window_1.1s\stride_0.8s,window_1.1s,stride_0.8s
1.1,0.95,absolute,eval_by_0,11.899999999999999,0.37,0.36,0.3683,0.3101,0.1058,,"{'เย็ด': 5.52, 'กู': 15.079999999999998, 'มึง': 7.359999999999999, 'เหี้ย': 19.63}",16.259999999999998,378,frame_level_evaluation_results\eval_by_0.05\window_1.1s\stride_0.95s,window_1.1s,stride_0.95s
1.1,0.9,absolute,eval_by_0,12.53,0.36,0.36,0.3609,0.3043,0.1111,,"{'เย็ด': 8.44, 'กู': 12.42, 'มึง': 11.559999999999999, 'เหี้ย': 17.7}",16.28,378,frame_level_evaluation_results\eval_by_0.05\window_1.1s\stride_0.9s,window_1.1s,stride_0.9s
1.1,1.05,absolute,eval_by_0,14.979999999999999,0.37,0.37,0.3669,0.2951,0.0952,,"{'เย็ด': 8.43, 'กู': 18.45, 'มึง': 14.11, 'เหี้ย': 18.94}",15.97,378,frame_level_evaluation_results\eval_by_0.05\window_1.1s\stride_1.05s,window_1.1s,stride_1.05s
1.1,1.0,absolute,eval_by_0,15.290000000000001,0.37,0.36,0.3654,0.2927,0.0952,,"{'เย็ด': 10.42, 'กู': 15.7, 'มึง': 14.38, 'เหี้ย': 20.64}",17.72,378,frame_level_evaluation_results\eval_by_0.05\window_1.1s\stride_1.0s,window_1.1s,stride_1.0s
1.1,1.1,absolute,eval_by_0,14.549999999999999,0.36,0.36,0.3609,0.2787,0.0899,,"{'เย็ด': 14.82, 'กู': 15.52, 'มึง': 9.76, 'เหี้ย': 18.11}",14.829999999999998,378,frame_level_evaluation_results\eval_by_0.05\window_1.1s\stride_1.1s,window_1.1s,stride_1.1s
1.2,0.65,absolute,eval_by_0,11.61,0.36,0.35,0.3609,0.3151,0.1217,,"{'เย็ด': 10.89, 'กู': 13.18, 'มึง': 8.200000000000001, 'เหี้ย': 14.19}",15.040000000000001,378,frame_level_evaluation_results\eval_by_0.05\window_1.2s\stride_0.65s,window_1.2s,stride_0.65s
1.2,0.6,absolute,eval_by_0,11.28,0.36,0.36,0.3609,0.3176,0.1243,,"{'เย็ด': 10.65, 'กู': 12.86, 'มึง': 7.9, 'เหี้ย': 13.73}",17.21,378,frame_level_evaluation_results\eval_by_0.05\window_1.2s\stride_0.6s,window_1.2s,stride_0.6s
1.2,0.75,absolute,eval_by_0,10.93,0.37,0.37,0.3728,0.338,0.127,,"{'เย็ด': 7.449999999999999, 'กู': 13.03, 'มึง': 10.040000000000001, 'เหี้ย': 13.200000000000001}",15.370000000000001,378,frame_level_evaluation_results\eval_by_0.05\window_1.2s\stride_0.75s,window_1.2s,stride_0.75s
1.2,0.7,absolute,eval_by_0,11.35,0.36,0.36,0.3624,0.3147,0.119,,"{'เย็ด': 8.66, 'กู': 14.7, 'มึง': 8.110000000000001, 'เหี้ย': 13.930000000000001}",16.08,378,frame_level_evaluation_results\eval_by_0.05\window_1.2s\stride_0.7s,window_1.2s,stride_0.7s
1.2,0.85,absolute,eval_by_0,9.25,0.36,0.36,0.3639,0.3194,0.1217,,"{'เย็ด': 0.0, 'กู': 11.34, 'มึง': 9.62, 'เหี้ย': 16.06}",16.73,378,frame_level_evaluation_results\eval_by_0.05\window_1.2s\stride_0.85s,window_1.2s,stride_0.85s
1.2,0.8,absolute,eval_by_0,10.34,0.36,0.35,0.3609,0.3224,0.1296,,"{'เย็ด': 7.51, 'กู': 11.450000000000001, 'มึง': 7.35, 'เหี้ย': 15.049999999999999}",16.3,378,frame_level_evaluation_results\eval_by_0.05\window_1.2s\stride_0.8s,window_1.2s,stride_0.8s
1.2,0.95,absolute,eval_by_0,12.65,0.36,0.36,0.3609,0.2857,0.0952,,"{'เย็ด': 5.08, 'กู': 15.93, 'มึง': 11.51, 'เหี้ย': 18.08}",15.6,378,frame_level_evaluation_results\eval_by_0.05\window_1.2s\stride_0.95s,window_1.2s,stride_0.95s
1.2,0.9,absolute,eval_by_0,14.030000000000001,0.37,0.36,0.3683,0.3158,0.1111,,"{'เย็ด': 13.08, 'กู': 13.41, 'มึง': 11.98, 'เหี้ย': 17.630000000000003}",15.61,378,frame_level_evaluation_results\eval_by_0.05\window_1.2s\stride_0.9s,window_1.2s,stride_0.9s
1.2,1.05,absolute,eval_by_0,14.74,0.37,0.37,0.3669,0.2917,0.0926,,"{'เย็ด': 7.7299999999999995, 'กู': 17.990000000000002, 'มึง': 15.15, 'เหี้ย': 18.099999999999998}",17.1,378,frame_level_evaluation_results\eval_by_0.05\window_1.2s\stride_1.05s,window_1.2s,stride_1.05s
